;created_at;text;Lang;user.screen_name;;
197;2021-09-03 07:49:36;Sejauh ini belum tertarik pake produk Scarlett Whitening. Tapi barusan liat, Brand Ambassador mereka adalah Oppa Joongki. OMG, apakah ini waktunya aku beralih karena kebucinanku https://t.co/bwDiXJ55Yv;id;ariyantiyen;;
198;2021-09-03 07:50:26;Tuhkan ternyata beneran Song joongki yg collab sama produk indo atau apa itu ternyata sm scarlett??;id;jktyongjnxiao27;;
199;2021-09-03 07:50:57;kalo song joong ki ft scarlett whitening gw beli, gw dapet apa ya? request korek apinya vincenzo boleh gkkk;id;sugarbooow;;
200;2021-09-03 07:52:08;Pantesan bisa vc ama song joong ki ternyata doi jd BA scarlett;id;joonieuphoriaa7;;
201;2021-09-03 07:52:14;Keren Song joongki collab sama scarlett??;id;incredibledyng;;
202;2021-09-03 07:55:07;Song joong ki jd BA nya scarlett, bukan maeennnn wkwkwkwk;id;andinnafzh;;
203;2021-09-03 07:55:42;"MASYAALLAH ALLAHU ROBI, SONG JOONG KI JADI BA SCARLETT?????

@/scarlett_whitening min kirimin saya sabunnya plis, ba nya sekalian juga gapapa ???? https://t.co/b4r4JIVb9c";id;arajhyn;;
204;2021-09-03 07:57:01;"soong joongki jadi BA scarlett, kemarin abis vc an di jadiin BA langsung.. 
NWXKSKSNUSKDIEL GA NGERTI LAGI ????";id;fallnlvemk;;
205;2021-09-03 07:59:16;beli scarlett dpet pc joongki pls, tp harganya jgn naek yaaa scarlett oke oce??;id;terkamcagiyaa;;
206;2021-09-03 08:00:50;Song Joong Ki BA scarlett dong. Brand lokal lagi gencar-gencarnya gaet artis Korea nih.;id;firdiatriana;;
207;2021-09-03 08:01:49;song joongki jadi ba scarlett pun w tetep ga minat;id;arianilrsti;;
208;2021-09-03 08:01:58;berharap kalau beli scarlett dapet merch song joongki ??;id;fallnlvemk;;
209;2021-09-03 08:03:02;Demi apa sih BA barunya scarlett song joong ki;id;kryssalh;;
210;2021-09-03 08:03:34;Scarlett kece banet, sekalinya nyari star ambassador langsung song joong ki ??;id;saguivtarius;;
211;2021-09-03 08:05:51;tapi ya... terlepas dari packangingnya, menurut w joongki terima itu ya krn benefitnya pas sama dia. orang indo jadi lebih tau doski, terus dapat bayaran pula. Walaupun w rada ngeri-ngeri sedap ngebayangin bayaran yang dikasi scarlett ke doski. https://t.co/unvDm8z3FX;id;sunkencost;;
212;2021-09-03 08:06:03;"OMOMOMO SONG JOONG KI JADI BA SCARLETT?!!

#bukanmaen";id;imtynacans;;
213;2021-09-03 08:06:27;lu bayangin song joong ki jadi BA scarlett alias gimane ceritanye;id;tetehjisung;;
214;2021-09-03 08:07:27;"scarlett whitening BA nya song joong ki anjayy??????
AYO KUDU ADA PC NYAA??????";id;mikhyuckk;;
215;2021-09-03 08:07:50;Om Joong ki jadi BA scarlett,tp sayang produk Scarlett gaada yg cocok di gw??;id;jinniegans;;
216;2021-09-03 08:10:07;@melindmelon scarlett whitening. beneran pake Joongki jadi BA nya;id;ardmif;;
217;2021-09-03 08:10:14;plot twist, joongki jd BAnya scarlett ya ampunn ????;id;xvousmef;;
218;2021-09-03 08:10:43;OMG. Khaaannn??? Pikir ku joongki oppa bakal jadi BA scarlett. Why?? Karna ownernya aja uda tajir melintir ?? OMG gak kuat liat teasernya doang ada di ig scarlett https://t.co/2mR2rV90O0;id;Echisious;;
219;2021-09-03 08:10:59;anjir gue kira boongan Song Joong Ki jd BA scarlett;id;scorpioncandy_;;
220;2021-09-03 08:13:10;KGET BGT SONG JOONG KI JD BA SCARLETT;id;dubunnyie;;
221;2021-09-03 08:13:15;Song Joongki jadi brand ambassadornya scarlett dong?? https://t.co/vmkg7CUuKV;id;shxxel12;;
222;2021-09-03 08:13:25;yoksiii ! dah feeling bakal abang joongki pas mba felli kemarin ngadat2 ke suaminya. keren sii scarlett <3;id;si_ibuuu;;
223;2021-09-03 08:13:43;nanti song joong ki bikin snapgram lgi pake scarlett juga apa engga y https://t.co/Ngl8IKcFmJ;id;caycashclash;;
224;2021-09-03 08:14:02;baru tau kalo scarlett kerjasama ama song joongki anjir(?);id;jaewoyou;;
225;2021-09-03 08:16:01;Oh ya berarti zoom owner scarlett sama joongki yang katanya gak ada suara, settingan. Sebenernya ada :') ya gak sih. Cuma ga mau bocor. OMG;id;Echisious;;
226;2021-09-03 08:16:50;jdi penasaran si scarlett bayar song joong ki brp yk buat jdi BA??;id;mokboknom;;
227;2021-09-03 08:17:57;speechless bgt joongki jd BA scarlett ???? https://t.co/gZ8zn0NHCD;id;taeverytime;;
228;2021-09-03 08:18:48;@faiznhanum Iyaa num. Coba mereka pake joongki ya hahahaa.. ini malah Scarlett;id;ariyantiyen;;
229;2021-09-03 08:20:37;Btw itu Song Joong Ki beneran jadi BA Scarlett?;id;widikk10;;
230;2021-09-03 08:22:03;gileeee yaaa song joongki beneran jadi BA scarlett donggg…;id;tsaeyoun;;
231;2021-09-03 08:24:16;GILA KEREN BNGET SCARLETT BA NYA SONG JOONGKI;id;xlinalbbbh;;
232;2021-09-03 08:24:21;Scarlett kok keren bgtt BA nya song joong ki??;id;jaedoyenthu;;
233;2021-09-03 08:25:14;oh jadi felicya kemarin vcan sama joongki sekalian nawarin jadi BA scarlett https://t.co/VtE67D07Mr;id;jwwwjh_;;
234;2021-09-03 08:25:16;Gilak Scarlett beneran sama joong ki ??????;id;iyapacarhyunsuk;;
235;2021-09-03 08:25:25;Kira2 duitnya mba feli sebanyak apa ya bisa bayar joongki jadi BA nya scarlett;id;firrrrd;;
236;2021-09-03 08:25:30;pantes aja kemaren feli vc sama joongki, orang joongki jd star ambas scarlett;id;gnrriley;;
237;2021-09-03 08:29:50;Daebakk!!!!!berawal dari ngidam bisa jadi BA??Semoga harga scarlett abis ini ga naek ya gegara song joong ki yg jadi BA nyaaa:') https://t.co/dVYpjGChko;id;Aolyap;;
238;2021-09-03 08:30:46;Song Joong Ki Star Ambassador Scarlett ?? sebagai pemakai scarlett aku senang ??;id;vinapingping94;;
239;2021-09-03 08:31:06;BA scarlett gak nanggung2 ye. song joong ki broooo??;id;nissacooot;;
240;2021-09-03 08:32:02;dunia per skincare-an sedang gonjang ganjing ya, scarlett sama song joongki, nacific sama skz, next siapa lagi;id;bunabangchan;;
241;2021-09-03 08:33:30;kira2 kalo nanya ‘kak saya butuh song joongki’ dijawab ga ya sm admin scarlett https://t.co/i6E8H40XY8;id;captamercia;;
242;2021-09-03 08:34:58;gila scarlett bayar dia berapa cuyy ?? bisa jadiin song joongki BA nya;id;vourtevoire;;
243;2021-09-03 08:35:56;om Joong Ki jadi BA Scarlett bayarannya berapa ya;id;heytsan;;
244;2021-09-03 08:37:46;Maksud gw song joong ki?? Scarlett???;id;moonlyriver;;
245;2021-09-03 08:38:50;"Sudah kuduga kan kamu scarlett yg bakal collab, dah tauuuuu ????????

Thank to ka amel buat spoilernya, tapi jujur w ba https://t.co/8HUpdxRqeh";id;shasamin_;;
246;2021-09-03 08:39:28;gila scarlett milih brand ambassadornya ga maen-maen, langsung song joong ki??;id;vanillaurs;;
247;2021-09-03 08:41:37;aamiin?? belom pernah nyoba scarlett tp karna BA ny joongki jd tertarik beli tapi semoga ga naik deh;id;abcdefvcl;;
248;2021-09-03 08:42:36;"Sbg pengguna scarlett, gw bangga njir wkwkwk
Plis harganya jangan diup ya mentang² BAnya Joongki wkwk";id;sanniebestboy99;;
249;2021-09-03 08:43:31;wao song joongki jdi BA scarlett whitening keren poll;id;luvsooyas;;
250;2021-09-03 08:43:43;"Saya yang pengguna Scarlett liat song joongki jadi BA nya, gw jadi seneng sendiri wkwkwk

https://t.co/ylxOGO5W9U";id;stillwithtty01;;
251;2021-09-03 08:43:57;Ooo grgr ini kali ya siapa tuh pemiliknya scarlett kemaren dia vidcall kan sm si joong ki:/ https://t.co/ctFJjkVjKp;id;catterpiellar;;
252;2021-09-03 08:44:20;Eh Song Joong Ki kerjasama dgn Scarlett? pantesan Felicia bisa vc sama dia????;id;yilasious;;
253;2021-09-03 08:44:22;seneng joongki jadi ba scarlett ntar lagi ada pcnya tuh????;id;candybaeki;;
254;2021-09-03 08:45:01;Berawal dari ngidam yang pengen ketemu sama Song Joong Ki, sekarang malah dijadiin brand ambasador nya scarlett. Pantes kemaren pamer vc sama Song Joong Ki ternyata udah dijadiin BA nya scarlett. Scarlett bukan kaleng2 wehhh https://t.co/olaojdwzeu;id;kyungsoo__19;;
255;2021-09-03 08:45:27;Scarlett tu punya feli ya?? trss skrg song joong ki yg jadi BA nya ????????;id;moaamiiii_;;
256;2021-09-03 08:45:35;ayoo lain kali beli scrlet dpt photocard song joong Ki dongg??????? #Scarlett;id;delleua;;
257;2021-09-03 08:45:51;Song Joong Ki mau jadi BA-nya Scarlett ya? Yaampun jadi pengen pake Scarlett. ??;id;dwikhrxo;;
258;2021-09-03 08:45:57;pantesan si felicya ngidam song joongki langsung divc, org si joongki nya aja BA scarlett ????;id;nanuguyaaa_;;
259;2021-09-03 08:46:18;wah gila song joongki jadi BA scarlett;id;kepitinqrebus;;
260;2021-09-03 08:47:04;WKWKWKWK ANEH BAT LIAT SONG JOONGKI MEGANG BOTOL SCARLETT WHITENING;id;Whattasmolbean;;
261;2021-09-03 08:49:19;sorry to say tapi desain dan packaging scarlett untuk aktor sekelas song joongki bener bener b banget:(;id;myseonhoe;;
262;2021-09-03 08:49:27;"Ownern everwhite ngefans seon ho dijadiin BA brandnya
Owner scarlett ngefans joong ki dijadiin BA brandnya
Owner/ceo ruangguru ngefans yedam juga dijadiin BA

Keren ya. Kapan bisa jadiin idola jadi BA bisnis sendiri?

Gokil sih
There's no limit when it comes to dream https://t.co/ttAfsjS10q";id;kindapija;;
263;2021-09-03 08:50:25;kmrn liat igs nya debri sumule, katanya ada artis korea yg bkl jd BA scarlett, ternyata song joongki??!!??;id;awwwyinda;;
264;2021-09-03 08:50:43;song joongki ba nya scarlett?? wkwkwkwkwkwkwk warbyasah;id;aeternumyoonjs;;
265;2021-09-03 08:53:06;wah gila keren banget song joongki jadi BA scarlett;id;xyxindras;;
266;2021-09-03 08:57:18;Mau beli Scarlett asal dapat pc duda joongki??;id;vllyncia;;
267;2021-09-03 09:00:34;scarlett bisa bayar song joongki tapi gabisa upgrade kualitas packagingnya tuh gimana;id;pochilee;;
268;2021-09-03 09:01:30;anjerrr scarlett bayar brp dah buat jadiin song joong ki BA nya ????;id;iwedartic;;
269;2021-09-03 09:02:10;mau belli scarlett krn BA nya Song joong ki ???? https://t.co/3rEm4VDXkW;id;zzahmsr;;
270;2021-09-03 09:02:34;Kaget mas Joong Ki jadi BA nya scarlett, mas mas mbok sek tenan mas ??;id;LisnaDijey;;
271;2021-09-03 09:03:00;Semoga Scarlett bisa rapackage karena BA mereka Song Joong Ki aktor kelas atas di Korea. Seharusnya sihh bisa rapackaging yaa;id;hayybubble;;
272;2021-09-03 09:03:45;Sayangkuu???????? gue gak make scarlett auto beli ini mahhh kl ada pc song joong ki nya;id;Megalimsaputri;;
273;2021-09-03 09:04:57;menurut gue gausah pake song joongki jadi BA pun scarlett udah sangat well known, marketingnya gila gilaan siapa aja dia endorse bahkan temen gue gak sedikit juga yg diendorse scarlett https://t.co/6zf5YGJrFJ;id;pochilee;;
274;2021-09-03 09:06:09;Auto beli scarlett kalo BA nya song joongki????;id;eskrim_coklatt;;
275;2021-09-03 09:06:41;beli scarlett karena BA'nya song joongki;id;Cauull_;;
276;2021-09-03 09:06:45;"Asli dah awal semptember kek berkah banget??
Treasure jadi BA Ruangguru
Song joongki jadi BA scarlett
Next nanti apa ????????";id;jjjluvs;;
277;2021-09-03 09:07:53;Anjir ini beneran Song Joong Ki Jadi brand ambassador Scarlett?! https://t.co/0cfMpuIXPI;id;hi_rrenitaa;;
278;2021-09-03 09:08:20;song joongki jadi BA scartlett whitening. patut lah dapat vidcall haritu rupa nya suda ada kontrak hahaa. aku pun pakai scarlett, jadi adakah aku dan joongki berjodoh? https://t.co/9d0kZlcKpJ;id;aneem0118;;
279;2021-09-03 09:09:39;Tuhkan scarlett ahhhh joongki oppa???? mau nangisss;id;Sintia_MR01;;
280;2021-09-03 09:10:32;wow song joong ki jd ba scarlett;id;renjnwoo;;
281;2021-09-03 09:11:17;"ANJIR KAGET BGT PAS BUKA TIKTOK, MAS DUDA JADI BA SCARLETT?? AKHIRNYA BODYCARE W SAMAAN SAMA JOONGKI WKWKWK
SABILAH BELI SCARLETT BONUS PC JOONGKI https://t.co/QvIuscZs5Q";id;milkbrownsugarr;;
282;2021-09-03 09:13:34;scarlett keren juga ya anjir ba nya song joongki;id;vantaeay;;
283;2021-09-03 09:14:08;GILA BARU TAU SONG JOONG KI JD BRAND AMBASSADOR SCARLETT WHITENING?!;id;orenjiin;;
284;2021-09-03 09:14:16;Song joong ki oppa jadi BA scarlett, semoga harga scarlett gak naik????;id;eskrim_coklatt;;
285;2021-09-03 09:14:33;gila ini scarlett bakar duit brp buat jadiin song joongki ba:-----);id;jehachim;;
286;2021-09-03 09:15:10;scarlett bayar song joong ki berapaa??;id;ichaicca;;
287;2021-09-03 09:15:14;Yayayaya pantes aja yang punya scarlett vcallan sama song joong ki. Ternyata ??;id;cantbenamedx;;
288;2021-09-03 09:15:21;WKWKWK ANJER CAPEK GUE SM SCARLETT DIMANA MANA SKRNG SAMA SONG JOONGKI FAK https://t.co/EwvGqyRIwB;id;najmaarchive;;
289;2021-09-03 09:16:23;kan maen scarlett ngegaet babang song joong ki jadi ba??;id;chocolattenut;;
290;2021-09-03 09:16:52;Song Joongki BA scarlett? plspls ada photocard gitu kan ak pecinta scarlett wkwkwkwk;id;ijwnu;;
291;2021-09-03 09:18:08;Gila scarlett jadiin Song Joong Ki BA ????;id;TyaAnggra1;;
292;2021-09-03 09:18:15;"Apa, Song Joongki jadi BA Scarlett? 
Btw gue juga udah mulai pake Scarlett, semoga kulit dibadan jadi sekinclong Joongki https://t.co/B3qkP6FBiZ";id;bbbbananamilk;;
293;2021-09-03 09:23:11;Manteb bgt dah song joong ki jadi BA scarlett wkwk;id;tamariscl;;
294;2021-09-03 09:26:54;anjir vincenzo alias song joong ki jadi BA scarlett, fix mulai sekarang gue mau pake scarlett dah.;id;paduaras;;
295;2021-09-03 09:27:50;Ini scarlett bayar brapa ya anjir. Joongki aja main drama per eps gamain main harganya gilaaaa https://t.co/X0J82wEtDp;id;thereisbunny;;
296;2021-09-03 09:27:57;oalah, scarlett whitening kerja sama sm song joong ki yaa;id;1425MNSNG;;
297;2021-09-03 09:30:53;Woaa Scarlett beneran gandeng song joong Ki buat jadi BA;id;moontaegiii;;
298;2021-09-03 09:32:25;"gak main"" BA nya scarlett song joong ki, pantesan felicya bisa vc???? jngan smpe harganya naik???? bisa kali tiap pembelian free pc??";id;smoothciepoo;;
299;2021-09-03 09:32:25;song joongki jd BA scarlett? bangga make salah satu produknya jyakakaka;id;Umiiiaw;;
300;2021-09-03 09:32:50;GILAK KEREN BANGET EMANG SCARLETT DIEM2 JADIIN SONG JOONG KI BRAND AMBASSADORNYA ?? pliss harganya jangan di naikkin, bangga banget gue sbgai pengguna scarlett bisa samaan sma SJK https://t.co/CRPuBVyu4M;id;ippit06;;
301;2021-09-03 09:32:52;DEMI APE GUE BARU TAU JOONGKI JADI BA SCARLETT????;id;dairyjaehyuns;;
302;2021-09-03 09:33:06;Nah kan udah feeling good lakasyut nih song joongki jadi ba scarlett. Secara kan kemaren felicya udh vc sama sjk ??;id;dinrayaujazla;;
303;2021-09-03 09:33:17;@ohmybeautybank pantesan yang punya scarlett bisa vidcallan ama joongki;id;suedduuu;;
304;2021-09-03 09:33:23;beli scarlett dpt pc song joong ki egk y?? https://t.co/jHP8SB5Lsx;id;zjkttaaa;;
305;2021-09-03 09:34:01;DEMI ALLAH.... song joong ki jadi star ambassador scarlett........,;id;anxieay;;
306;2021-09-03 09:34:42;demi apa song joong ki jadi brand ambassador scarlett…;id;mooyaahoo;;
307;2021-09-03 09:35:02;gila sih keren banget scarlett x song joong ki https://t.co/Qm6uE2Jfie;id;yulianalubis;;
308;2021-09-03 09:37:07;@oshadavj Kalo menurutku sih waktu vc itu song joongki udah lagi photoshoot scarlett deh;id;_iemlisaa;;
309;2021-09-03 09:37:25;baru bangun tidur, sumpah scarlett ba nya song joong ki?? Wooohooo????;id;dinnayeongxx;;
310;2021-09-03 09:39:05;Sebagai pengguna scarlett mengharapkan semoga harga gk naik walaupun BA nya song joong ki;id;MerrySiburian;;
311;2021-09-03 09:39:39;"BRAND INDO KEREN KEREN BANGET DAH MAKE BRAND AMBASSADOR ARTIS KOREA!!
-ruang guru x treasure
-ponds indo x wendy
-scarlett whitening x joongki?! https://t.co/copfKhBjih";id;rurutotoyaa;;
312;2021-09-03 09:40:46;demi apasiii song joong ki jadi ba nya scarlett woyyy aku semakin terjongki jongkiii https://t.co/5YCzzdhvX9;id;aaanggraa;;
313;2021-09-03 09:41:15; setuju sih sama repnya, packaging scarlett kurang banget buat BA sekelas joong ki but okk semoga nantinya bisa improve deh;id;milkeesway;;
314;2021-09-03 09:41:39;@imyourcrush9 semalem joong ki kan sleepcall sama aku curhat kalo dia jadi ba nya scarlett;id;cintabobatime;;
315;2021-09-03 09:43:35;Song joong ki jadi ba scarlett? Hah? Shock anjir;id;jwaln_;;
316;2021-09-03 09:43:44;baru tau song joongki jadi BA scarlett;id;hayohayolooo;;
317;2021-09-03 09:43:52;hah ambassador baru scarlett whitening beneran song joong ki?! pantesan si felicia kemaren bisa video call ???? seru dah idupnya;id;ogutcha;;
318;2021-09-03 09:43:58;Haah scarlett whitening modelnya Song Joong Ki? Baru aja aku cobain dan suka banget sama varian kopinya ??? Nyaman banget me time https://t.co/BpJnVxU28x;id;jajan_nae;;
319;2021-09-03 09:44:26;JIR MAS JOONG KI JADI BA SCARLETT ABSJSJBSJSNSNSKS pantesan kmrn vc-an ??????;id;Odiiyaaa;;
320;2021-09-03 09:48:24;Joongki beneran jd BAnya scarlett ya? Wii keren ??;id;bongjaelly;;
321;2021-09-03 09:48:47;Ini Scarlett gak asal2an pilih star ambassadornya langsung Song Joong Ki banget cuuy??? ????;id;reginasarahh;;
322;2021-09-03 09:49:07;Song Joong Ki jadi BA scarlett, Daebak..;id;queensshii;;
323;2021-09-03 09:49:56;bismillah beli scarlett dapet pc joong ki https://t.co/8S3i7fjBzD;id;apaajalah69;;
324;2021-09-03 09:50:06;joongki beneran jadi ba scarlett jir nangis bgt;id;yuzujha;;
325;2021-09-03 09:50:10;Song Joong Ki jadi BA scarlett, Daebak..;id;wifeyofpjm;;
326;2021-09-03 09:50:36;abis ini kalau beli scarlett dapet pc song joongki https://t.co/f3POysnQIM;id;cottoncollects;;
327;2021-09-03 09:53:03;"Barusan liat clip Song Joong Ki jadi BA Scarlett

Wah gilasih, makin kesini makin mateng makin makin dah om duda ????";id;Callmeels_;;
328;2021-09-03 09:54:04;BA scarlett mas joongki????? wowowowow;id;seuliesoli61;;
329;2021-09-03 09:54:32;Wih bang joongki jd BA Scarlett.....bisa kali duet ama.mbk monik ??;id;Na2Christia;;
330;2021-09-03 09:54:41;demi apaaa song joong ki jd BA nya scarlett dong;id;qrrrramel;;
331;2021-09-03 09:54:50;"ngomong"" Scarlett sekaya apa ye sampe bisa jadiin song joongki BA nya????";id;YSugarcand;;
332;2021-09-03 09:55:40;Elah udah kebaca banget dari awal yg si felicya itu vcan sama song joongki, trs kek bikin campaign heboh scarlett bakal punya brand ambassador artis koreahttps://t.co/SJIDovNnFM;id;noviaaamelia;;
333;2021-09-03 09:56:24;Gila gak sih scarlett?!! BAnya song joong ki beneran nih? wah keren bgt sih! Next bisa masuk market internasional gak ya?;id;nurulhasana_;;
334;2021-09-03 09:57:16;Sumpah kaget bgt sama scarlett:( song joong ki dong mau nangisssss??;id;oohkimkai_;;
335;2021-09-03 10:02:34;iya ngerti kok! tujuan scarlett narik joongki buat jadi star ambassador ya pasti salah satunya untuk memperkenalkan produk mereka ke masyarakat yang lebih luas lagi I just don't like their packaging and it's not only my opinion, though. https://t.co/pqFYtfpWNO;id;myseonhoe;;
336;2021-09-03 10:02:35;Kan gua udh bisa nebak ni semenjak felicya viral  ngidam vc an sama song joongki. krna pasti Bakal jdi BA nya scarlett udh jdi clue besar padahal https://t.co/D94cZtkRCG;id;acaaanya3;;
337;2021-09-03 10:02:53;"Ngeliat trending kok ada Scarlett , cek ig bener dong.
Jadi BA scarlett nih Song Joong Ki .
Jadi keinget semalam malah ketiduran
Langsung meluncur Lazada …. https://t.co/xb67h9Q8oZ";id;ferizayoi63;;
338;2021-09-03 10:03:57;baru bangun kaget sm song joong ki jd BA scarlett ya..????;id;06bonitagracia;;
339;2021-09-03 10:05:39;eh baru tau song joong ki jadi BA scarlett? WOW impresif;id;barebeears;;
340;2021-09-03 10:05:53;Desain produknya Scarlett dibanding sama BA seorang song joongki masa jomplang…;id;cloudtearsss;;
341;2021-09-03 10:06:01;song joongki jadi ba scarlett????;id;miwoomiloo;;
342;2021-09-03 10:07:38;hari ini bener bener kamjagya, dari treasure x ruangguru sampe song joongki x scarlett;id;08JAEHYEON;;
343;2021-09-03 10:07:59;"Kok ya barusan liat twitter Song Joongki jd BA Scarlett????? 

APAKAH INI SOMETHING CLUE SAUDARAAA /ciih";id;melovesmij;;
344;2021-09-03 10:08:21;Joongki beneran sm scarlett wkwkwk gileeee;id;BitiesBGM;;
345;2021-09-03 10:08:33;"""pengaruh brand ambassador aktor Korea Song Joong Ki terhadap minat beli pada produk scarlett""";id;cloudystares_;;
346;2021-09-03 10:10:09;Bisabisa nya scarlett gaet song joongki;id;cerenalicious;;
347;2021-09-03 10:10:10;Ini beneran gasi BA scarlett jadi song joongki ?????? kalau iya bener, scarlett jadi mahal ga tuh habis ini atau jangan-jangan setiap pembelian produk scarlett free 1 photocard song joongki yuhuuu https://t.co/dnjjZ9brog;id;markyourjaewin;;
348;2021-09-03 10:10:58;song joongki jadi BA scarlett?? nanti ada pcnya gak ya????;id;haecsunshine;;
349;2021-09-03 10:11:23;anjr itu song joongki jd brand ambassador scarlett ? kren ??;id;ococomelon;;
350;2021-09-03 10:12:23;Beli Scarlett pc nya joongki sabi nih wkwk https://t.co/caW1tPhr2Y;id;jinyoungxie;;
351;2021-09-03 10:13:42;HAH INI BNRN SO JOONGKI BA NYA SCARLETT?;id;bambamtuans;;
352;2021-09-03 10:14:34;Maaf bgt tp kualitas dan packaging scarlett gak sesuai sama BA nya?? lebih dukung avoskin pake BA song joong ki sihhh hehe;id;princesdisnep;;
353;2021-09-03 10:15:20;HAH GILAK YA SCARLETT BENER BENER BAWA SONG JOONG KI??;id;bubyupie;;
354;2021-09-03 10:15:24;Ayo Scarlett kemasan brand nya di mewahin, ini Joongki loh Model nya udah mewah modelnya masa B aja kemasan nya jadi ngga sesuai ceunahh https://t.co/E9wW9fdjHH;id;L_O_E_Y_;;
355;2021-09-03 10:17:58;"baru kemaren ngebatin pas liat felicia vc an sama song joongki “gue yakin sih bakalan jadi BA scarlett”

LAH BENER AJA ANJIRT?!??????";id;sehunfangirlll;;
356;2021-09-03 10:18:02;Pada ngebully scarlett karna  jadiin joongki BA. Suka suka yg punya duit apa mau jadiin siapapun BAnya:(;id;gebifelina;;
357;2021-09-03 10:21:42;heh scarlett, slama ini gw ga kegoda sama influencer2 yg promosiin scarlett, dan skrg u mo jadiin song joong ki BA bikin gw jadi pen pindah haluan anjrt???!!!! https://t.co/OKwk00fiDi;id;rpiece5;;
358;2021-09-03 10:25:37;@bertanyarl joongki jadi ba scarlett napa rame banget ya;id;aveencc;;
359;2021-09-03 10:27:00;Tuhkan bener dugaanku Om Joongki jd BA Scarlett, kayanya pas vc kemaren itu lagi sesi pemotretan yaaa https://t.co/aIYRcdM6QG;id;nmarselinppp;;
360;2021-09-03 10:27:18;ini tinggal bawa joongki ke sini ga si Scarlett? https://t.co/W5hyXzdu7h;id;mantapjiwaee;;
361;2021-09-03 10:27:21;"Brand lokal makin berjayaa yaa.
Good job Scarlett Whitening jadiin Song Joong Ki jadi BA nya!! ?????? https://t.co/OAnExGOKJ4";id;IdFunkorea;;
362;2021-09-03 10:28:49;scarlett bayar song joongki buat jadi BA berapa M yaa....;id;h_wanghyunjin;;
363;2021-09-03 10:28:53;baru buka twt kaget bangettt joongki jadi BA scarlett auto beli kalau dapet pc wkwk;id;sifsky;;
364;2021-09-03 10:29:15;Ohh song joong ki beneran jadi BA scarlett ternyata;id;curioustybw;;
365;2021-09-03 10:30:29;wididii keren zekali song joongki jadi BA scarlett;id;medisjunee;;
366;2021-09-03 10:31:00;pantes ya felicya bisa vc sm song joongki org song joongki jadi BA scarlett anjir?? yg punya brand jadiin song joongki BA ??????;id;hyujiniret;;
367;2021-09-03 10:31:16;Scarlett bakalan naik harga gak sih? Gara2 BA Song Joong ki dudanya kitaa ?? https://t.co/LnK8FeWqNw;id;prettyliver;;
368;2021-09-03 10:31:16;Waw BA nya scarlett ternyata Song Joong Ki;id;futureseokjin_;;
369;2021-09-03 10:31:17;"Yang jadi pertanyaan adalah ""scarlett bayar berapa ke joongki?"" https://t.co/331kcM0OCq";id;_oohindah;;
370;2021-09-03 10:34:33;gue belum kesampaian beli scarlett, ini song joong ki dah jadi BA?? apa kaga makin mahal abis ini ?? btw nanti kalau… https://t.co/FVuwNjGFQZ;id;vousmesunshine;;
371;2021-09-03 10:35:55;"Woowwww scarlett gak kaleng kaleng anjir, saya sebagai pengguna Scarlett merasa ter joongki joongki ??

https://t.co/r08jWfHAzS";id;taeformee;;
372;2021-09-03 10:36:20;dia manjain influencernya bgt ga si. aku pernah tau nadya maudy tu dikasi gift iphone 12 waktu masih kinyis2nya si iphone ya karna si maudy ini rajin promosiin scarlett, jd kayanya emg menggiurkan banget penawarannya sampe deal song joongki nya mau jadi BA https://t.co/14sIJ3L6vq;id;rizkitaku;;
373;2021-09-03 10:36:57;"Scarlett x Song Joong Ki
awas aja dari 75K jadi 750K menangeeess ??";id;rahmahnuramira;;
374;2021-09-03 10:37:34;SONG JOONG KI JADI AMBASSADOR DI SCARLETT GILAA KEREN BANGET ??????;id;_seokjinnnn;;
375;2021-09-03 10:38:55;@dpdepaa lah yg trending bukannya Scarlett whitening grgr feat song joong ki?;id;notwidhe;;
376;2021-09-03 10:39:00;demi apa Song Joong Ki jadi BA nya scarlett??;id;captainvs_;;
377;2021-09-03 10:40:05;TOLONG BANGET INIMAH kalo beli SCARLETT dapat WA nya song joong ki ?????? . Klo g PC nya aja ????;id;moonbbyxx_;;
378;2021-09-03 10:41:09;Baru pengen stop make Scarlett karna duit gaada tapi song Joong Ki malah jadi BA nya ??????????;id;pezrih;;
379;2021-09-03 10:41:53;gila brand ambassador scarlett skrng song joong ki;id;bitchnamed_riri;;
380;2021-09-03 10:41:57;EVERYONE,LOOK AT MY BROTHER'S SMILE ?????? Scarlett kece abiez bisa gaet kakakku joong ki???? https://t.co/I9moYLkRfz;id;halobubblee;;
381;2021-09-03 10:42:19;tiba2 joong ki jadi ba scarlett, trus tresure jadi ba ruang guru omg berita menyenangkan semua??;id;sweetchoconana;;
382;2021-09-03 10:43:37;"waiiit waiiitttt....
gak makin mahal kan scarlett klo BA nya Oppa Joong Ki ??";id;nadaaaghniputri;;
383;2021-09-03 10:43:47;Keknya joongki megang botol bir bintang lbh keliatan mewah drpd megang scarlett. Bagusin dulu kek packaging nya ?? https://t.co/2CB9ecj7Ze;id;motiduran;;
384;2021-09-03 10:43:49;Gokil juga scarlett ambassadornya joongki;id;piperveb;;
385;2021-09-03 10:43:51;Serius nanya, emg kenapa deh kl song joongki jd BAnya scarlett?;id;lixtles;;
386;2021-09-03 10:45:14;Song Joong Ki jdi BA Scarlett ??;id;ekha_nugrah;;
